name,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
146-Halikyrna,21.5,38.41666667,,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157-Alpa,22.16666667,38.41666667,Alpaios,NR,8,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161-Hypnia,22.33333333,38.41666667,Hypneus,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183-Kirrha,22.5,38.41666667,Kirrhaios,NR,9,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170-Aiolidai,22.75,38.41666667,Aiolideus,NR,9,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193-Stiris,22.75,38.41666667,Stirios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
211-Lebadeia,22.83333333,38.41666667,Lebadeus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
210-Koroneia,22.91666667,38.41666667,Koroneus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
199-Alalkomenai,23,38.41666667,,NR,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206-Haliartos,23.08333333,38.41666667,Haliartios,Ol,10,2,0,val1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
198-Akraiphia/Akraiphnion,23.25,38.41666667,Akraiphieus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
212-Mykalessos,23.5,38.41666667,Mykalessios,Ol,10,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
365-Chalkis,23.58333333,38.41666667,Chalkideus,NR,21,5,0,val1,0,0,0,0,0,0,1,0,0,1,0,0,1,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
370-Eretria,23.83333333,38.41666667,Eretrieus,NR,21,5,1,val1,0,0,0,0,2,0,1,1,1,3,1,4,1,3,1,5,1,5,1,1,0,0,0,0,1,0,1,1,0,1,0,0,3,6
371-Grynchai,24.16666667,38.41666667,Gryncheus,"Dem,Ol,Tyr",21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840-Chios,26.16666667,38.41666667,Chios,NR,38,5,1,val2,1,0,0,0,3,1,0,1,1,3,1,7,1,3,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
845-Erythrai,26.5,38.41666667,Erythraios,NR,38,5,1,val2,1,0,0,0,3,0,0,1,2,3,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0
860-Polichnitai,26.58333333,38.41666667,Polichnitia,Dem,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867-Smyrna,27.16666667,38.41666667,Smyrnaios,Dem,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,14,0,1,1,1,0,0,1,0,1,0,1,0,0,0,2,0
34-Lipara,14.91666667,38.5,Lipariaios,NR,2,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
60-Medma,16,38.5,Medmaios,"Dem,Ol",3,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
156-Trichoneion,21.5,38.5,Trichonieus,NR,7,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143-Aigition,22.16666667,38.5,,NR,7,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158-Amphissa,22.33333333,38.5,Amphisseus,Ol,8,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164-Myania,22.33333333,38.5,Myaneus,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176-Daulis,22.75,38.5,Daulieus,"Dem,Ol",9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
191-Phylgonion,22.75,38.5,Phylygoneus,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
190-Phanoteus/Panopeus,22.83333333,38.5,,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
201-Chaironeia,22.91666667,38.5,Chaironeus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
213-Orchomenos,23,38.5,Orchomenios,NR,10,3,0,val1,0,0,0,0,1,0,0,0,0,0,1,3,1,3,0,2,1,5,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0
209-Kopai,23.16666667,38.5,Kopaieus,Ol,10,3,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200-Anthedon,23.41666667,38.5,Anthedonios,Ol,10,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862-Pteleion,26.41666667,38.5,Pteleousios,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177-Delphoi,32.5,38.5,Delphos,NR,9,2,1,val1,1,0,0,0,3,1,0,0,1,3,1,3,1,10,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,0
124-Koronta,21.16666667,38.58333333,Korontaios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128-Matropolis,21.25,38.58333333,Matropolites,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147-Kallion/Kallipolis,22.16666667,38.58333333,Kallieus/Kallipolites,NR,7,0,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
187-Neon/Tithorea,22.66666667,38.58333333,Ne-/Tithoreus,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
188-Parapotamioi,22.83333333,38.58333333,Parapotamios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
169-Abai,22.91666667,38.58333333,Abaios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182-Hyampolis,22.91666667,38.58333333,Hyampolios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
207-Hyettos,23.08333333,38.58333333,Hyettios,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
383-Larymna,23.25,38.58333333,Larymnaios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
819-Leukai,26.83333333,38.58333333,Leokates,NR,37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821-Melanpagos,27.16666667,38.58333333,Melanpagitas,Tyr,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
820-Magnesia,27.41666667,38.58333333,Magnes,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842-Dios Hieron,0.45,38.63333333,Diosirites,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53-Hipponion,16.08333333,38.66666667,Hipponieus,Tyr,3,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1
134-Phoitiai,21.16666667,38.66666667,Phoitieus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
138-Stratos,21.16666667,38.66666667,Stratios,NR,6,2,1,val1,0,0,0,0,2,0,0,0,0,2,1,10,1,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0
117-Derion,21.33333333,38.66666667,Derieus,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142-Agrinion,21.33333333,38.66666667,Agrinieus,NR,7,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
133-Phara,21.58333333,38.66666667,,NR,6,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175-Charadra,22.5,38.66666667,Charadraios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
185-Lilaia,22.5,38.66666667,Lilaieus,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
172-Amphikaia,22.58333333,38.66666667,Amphikleieus,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
181-Erochos,22.58333333,38.66666667,Erochos,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
194-Teithronion,22.58333333,38.66666667,Teithronios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
184-Ledon,22.66666667,38.66666667,Ledontios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
189-Pedieis,22.66666667,38.66666667,Pedieis,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180-Elateia,22.83333333,38.66666667,Elateus,NR,9,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
386-Opous,23,38.66666667,Opountios,NR,22,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
866-Sidousa,26.5,38.66666667,Sidousios,NR,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
859-Phokaia,26.75,38.66666667,Phokaieus,NR,38,3,0,val2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,4
818-Larisa,27,38.66666667,Larisaios,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0
832-Temnos,27.16666667,38.66666667,Temnites,Tyr,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112-Alyzeia,20.91666667,38.75,Alyzaios,"Dem,Ol,Tyr",6,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140-Torybeia,21.08333333,38.75,Torybeieus,"Dem,Ol",6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
129-Medion,21.16666667,38.75,Medionios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
178-Drymos,22.58333333,38.75,Drymios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
197-Troneia,22.66666667,38.75,Troneieus,Ol,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
384-Naryka,22.75,38.75,Narykaios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
388-Thronion,22.75,38.75,Thronieus,NR,22,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
381-Knemidess,22.83333333,38.75,,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378-Alope,22.91666667,38.75,Alopaios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382-Kynos,23.08333333,38.75,Kynios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
816-Kyllene,26.83333333,38.75,,"Dem,Ol,Tyr",37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817-Kyme,26.91666667,38.75,Kymaios,NR,37,2,1,val2,0,0,0,0,2,0,0,0,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4
835-Tisna,27.08333333,38.75,Tisnaios,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811-Herakleia,27.16666667,38.75,Herakleotai,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126-Leukas,20.75,38.83333333,Leukadios,NR,6,4,0,val1,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
131-Palairos,20.83333333,38.83333333,Palaireus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139-Thyrreion,21,38.83333333,Thyrieus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127-Limnaia,21.16666667,38.83333333,Limnaios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
379-Alponos,22.58333333,38.83333333,Alponios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385-Nikaia,22.58333333,38.83333333,Nikaeus,Ol,22,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368-Dion,22.83333333,38.83333333,Dieus,NR,21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374-Orobiai,23.25,38.83333333,Orobieus,NR,21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822-Myrina,27,38.83333333,Myrinaios,Dem,37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73-Terina,16.25,38.91666667,Terinaios,"Dem,Ol",3,0,0,val1,0,0,0,0,0,0,0,0,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114-Anaktorion,20.83333333,38.91666667,Anaktorieus,NR,6,2,1,val1,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
118-Echinos,20.91666667,38.91666667,Echinaios,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120-Herakleia,20.91666667,38.91666667,,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119-Euripos,21,38.91666667,Euripios,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-Astakos,21.08333333,38.91666667,Astakenos,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115-Argos,21.16666667,38.91666667,Argeios,Tyr,6,3,0,val1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372-Histiaia/Oreos,23.08333333,38.91666667,Histiaieus/Oreites,"Dem,Ol",21,4,0,val1,1,0,0,0,2,0,1,1,0,3,0,0,0,0,1,4,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
521-Syme,24.58333333,38.91666667,Symaios,NR,25,2,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
830-Pitane,26.91666667,38.91666667,Pitanaios,NR,37,1,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
807-Elaia,27.08333333,38.91666667,Elaiites,Tyr,37,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809-Gryneion/Gryneia,27.08333333,38.91666667,Gryneieus,Tyr,37,1,1,val2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376-Posideion,23.33333333,39,Posideites,NR,21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833-Teuthrania,27.08333333,39,,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89-Berenike,20.75,39.03333333,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72-Temesa,16.16666667,39.08333333,Temesaios,NR,3,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56-Kroton,17.08333333,39.08333333,Krotoniatas,"Ol,Tyr",3,4,1,val1,0,1,0,1,3,0,0,0,0,1,1,3,0,10,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2
510-Poiessa,23.66666667,39.08333333,Poiessios,NR,25,2,1,val2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
511-Rheneia,23.75,39.08333333,Rhenaieus/Rheneus,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
778-Hamaxitos,26.08333333,39.08333333,Hamaxiteus,Dem,35,1,0,val2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
798-Mytilene,26.58333333,39.08333333,Mytilenaios,NR,36,4,1,val2,0,0,0,0,2,0,0,0,0,3,0,0,1,3,1,10,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2
803-Atarneus,26.91666667,39.08333333,Artaneites,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
810-Halisarna,27.08333333,39.08333333,,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808-Gambrion,27.33333333,39.08333333,Gambreiotes,Tyr,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94-Elateia,20.66666667,39.16666667,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100-Kassopa,20.66666667,39.16666667,Kassopaios,NR,5,5,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0
90-Boucheta,20.83333333,39.16666667,Bouchetios,NR,5,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
113-Ambrakia,21,39.16666667,Ambrakiotes,NR,6,4,0,val1,0,0,0,0,0,0,0,0,0,1,1,6,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
520-Skyros,23.45,39.16666667,Skyrios,NR,25,4,1,val2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
512-Samothrake,23.66666667,39.16666667,Samothrax,NR,25,3,0,val2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
482-Helene,23.91666667,39.16666667,,NR,25,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796-Eresos,25.91666667,39.16666667,Eresios,"Dem,Tyr",36,4,1,val2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
799-Pyrrha,26.25,39.16666667,Pyrrhaios,NR,36,4,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
813-Karene,26.83333333,39.16666667,Karenaios,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828-Pergamon,27.16666667,39.16666667,Pergamenos,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96-Ephyra,20.5,39.25,Ephyros,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104-Pandosia,20.56666667,39.25,,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88-Batiai,20.83333333,39.25,,NR,5,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99-Horraon,20.91666667,39.25,Horraitas,NR,5,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405-Orthos,22,39.25,Orthieus,NR,24,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
